"","KB100","KB101","KB102","KB103","KB104","KB105","KB107","KB108","KB109","KB110","KB111","KB112","KB113","KB114","KB115","KB116","KB117","KB142","KB143","KB144","KB145","KB146","KB147","KB148","KB149","KB150","KB151","KB152","KB153","KB154","KB155","KB156","KB157","KB158","KB159","KB160","KB161","KB162","KB163","KB164","KB165","KB166","KB167","KB168","KB169","KB170","KB171","KB172","KB173","KB174","KB175","KB176","KB177","KB178","KB179","KB180","KB181","KB182","KB183","KB184","KB185","KB186","KB187","KB188","KB189","KB190","KB191","KB192","KB193","KB194","KB195","KB196","KB197","KB198","KB199","KB200","KB201","KB202","KB203","KB204","KB205","KB206","KB207","KB208","KB209","KB210","KB211","KB212","KB213","KB214","KB215","KB216","KB217","KB218","KB219","KB22","KB220","KB221","KB222","KB23","KB24","KB25","KB26","KB27","KB28","KB29","KB30","KB31","KB32","KB33","KB34","KB35","KB36","KB37","KB38","KB39","KB40","KB41","KB42","KB43","KB44","KB45","KB46","KB47","KB49","KB50","KB51","KB52","KB53","KB54","KB55","KB56","KB57","KB76","KB77","KB78","KB79","KB80","KB81","KB82","KB83","KB84","KB85","KB86","KB87","KB88","KB89","KB90","KB91","KB92","KB93","KB94","KB95","KB96","KB97","KB98","KB99"
"Q13232",116469,99815.8,97552,318849,116772,331261,53380.5,672114,130934,353741,122803,127600,62753.9,591608,40260.3,159493,26126.6,282563,111406,102946,58356.4,264180,29208.6,168799,32193.7,48844.3,143723,216750,144352,314090,31439.7,92330.6,80391.5,306323,114734,125253,70385,820300,60881,628168,128148,380547,8601.63,217966,35854.3,159795,96932.3,102338,118994,508802,71037,114845,50598.1,65774.8,372581,85612.7,408600,827431,142825,472386,62002.3,179613,65538.8,143441,81586.6,160066,48462.7,212941,305791,48427.1,78482.6,131610,19402.2,194958,680603,112757,311558,130667,618492,109275,62823.7,78003.9,305734,133510,218876,139507,65344.4,12424.2,85357,NA,416489,38761.9,361602,320785,297014,490883,190908,56641.5,127708,51712.9,536457,211589,139699,NA,218411,519358,96888.2,194127,147311,192866,12106.6,48046.8,172171,354431,180839,26292,334030,343886,154656,61341.2,33770.8,97119.2,224867,102147,291171,1019520,224228,221858,148232,100368,145263,867671,211145,145859,149062,663829,106702,223035,191949,414700,92128.6,582735,141577,374372,90104.6,354431,137498,172444,98593.7,753603,141088,182183,163043,108652,467696,121004,174714
"Q13242",86089.2,88123.4,88369.5,321125,56141.8,384061,63627.9,86051.8,81357.2,92301.4,52102.8,464418,124404,228255,104104,330692,149398,161461,73731.4,762981,146325,93654.8,54758.9,543347,94549.1,188011,109499,148683,95425.2,217185,29368.3,277197,157138,373069,113300,52894.2,51886.1,18888.8,413028,171113,36775.3,151273,24875.2,491075,8412.61,315019,53213.9,105185,114480,649867,29672.9,108700,146688,105487,234160,9796.14,168384,107885,113314,196721,116750,156915,27169.5,103334,43736,135145,129418,142391,78383.8,30832.2,51230.1,20774.2,65101.8,43348.8,287172,48737.9,168715,69489.8,109904,118317,242663,53304.6,447252,91772.2,130790,193378,151122,56739.5,533568,152525,92144.8,88133.4,268443,465375,165310,16409.5,421277,121185,44516.8,9638.29,58066.6,64429.6,174312,81700.1,NA,155682,182063,43424.2,94834.2,155465,68301.5,71163.1,196705,171897,160862,54291,190616,179203,95958.8,66885.8,35340.9,71382.6,181572,132495,270399,264954,139918,461309,47118.3,98811.9,127921,135574,237862,97718.1,129826,287009,112515,380908,90475.2,173433,155857,212533,184742,357320,202642,198049,106444,68341.1,132251,415028,130171,573196,343030,110688,102232,135637,196208
"Q13263",1083130,228202,207384,1096200,322385,780524,372763,691971,181585,898630,309464,861017,232829,1488350,340211,1174100,320534,819021,296952,2097230,262185,1927440,522820,1554550,129045,221886,267528,2379640,298587,617105,422244,6404050,381318,1450610,219693,352535,419541,536036,918772,1071690,72920.3,975791,148200,1666060,104591,1306730,271582,312527,371043,1837540,206150,396317,1452280,255340,2659560,180143,1651580,1345260,162973,789150,242141,867339,191280,1318660,172449,990835,259081,778079,582316,422256,692217,616214,80986,372282,737915,192493,1101900,213355,1173900,250018,971326,204087,2669150,210871,448339,310613,357078,457679,972547,440644,508315,338024,1696470,1751900,1711430,659652,1056880,348400,260292,374933,640991,997740,1241740,889223,952307,1856580,1351340,635539,955906,1355780,695027,770808,1818590,1652990,770714,739393,1055960,1100300,757958,185329,398033,233439,416861,204863,1481460,2274550,493741,2311770,412646,234221,94246.8,1058060,353544,256721,855862,1780510,301264,5066010,476342,1472870,586923,2067900,428739,1356860,419745,965608,360725,716461,351575,1501010,396667,2132380,772153,224486,410732,296257,958917
"Q13283",918396,191429,270390,852334,271378,679595,325921,929229,195816,1017970,451462,989202,275804,994662,239158,669412,222494,763929,256768,1210690,412173,919691,421398,843398,248365,258974,452410,909345,258437,700729,259519,663289,332309,779793,281884,321199,237317,312223,791788,601425,297227,447771,194117,575416,305008,1077210,366686,198256,366154,1000460,213728,158337,1013330,273440,804384,255889,920894,784222,327547,546027,291668,607354,265461,580582,336136,929643,314629,349039,278480,106219,744253,242758,246233,396583,594982,174734,732196,284115,794140,279920,721964,216288,1334690,231602,477085,439429,370731,375569,695387,400118,568718,179476,753892,926506,873390,662821,1426700,276978,383796,203806,944816,714959,1612870,548056,628033,1169580,1012280,709874,899345,624255,306556,1319120,1569210,1243630,1029660,904444,615041,843574,539900,391761,392647,335075,621075,492448,845580,767136,415954,1267520,165585,263716,253781,856171,355746,348994,692185,1140980,428149,820512,411466,827283,251370,958838,245422,792766,467305,830824,281663,486936,360300,1012520,424408,929219,769093,269062,619103,411601,640606
"Q13308",137715,NA,NA,51330.9,NA,32056.4,NA,30783.2,NA,101219,NA,337413,NA,71952.8,NA,NA,NA,52820.3,NA,579264,NA,125188,55730.1,NA,NA,NA,NA,35512.8,NA,NA,NA,NA,NA,88496.5,NA,NA,NA,122011,47105.1,NA,NA,43161.4,NA,101675,NA,269949,NA,NA,NA,211861,NA,NA,45468,NA,107068,NA,120009,135612,NA,126048,NA,13613.7,NA,48423.7,NA,23522.8,NA,70186.5,98932.7,NA,NA,100237,NA,NA,126790,NA,27179,NA,16886.1,NA,77189.8,NA,216657,NA,64343.2,NA,42134.6,NA,NA,120891,11578.8,NA,95191.4,NA,145937,380356,413465,NA,NA,NA,10711.6,64304.2,118059,279288,178936,168524,76609.7,137367,NA,69009.8,57536.2,183275,347891,19542.3,37026.5,61745.8,139880,NA,177732,NA,NA,NA,24724.2,NA,133126,159582,33433.3,124113,140603,NA,NA,154581,NA,NA,34136.4,39953,NA,NA,NA,91420.9,NA,442515,NA,240734,NA,127946,NA,130528,NA,209509,NA,177878,11515.8,NA,85807.1,NA,457914
"Q13310",59825.1,45599.5,96573.8,89624.6,51283.3,219091,106324,59685.5,50843,41928.8,137461,116824,109487,310974,125424,181474,NA,122705,127578,214639,82710.1,41781.3,181822,79385.3,105622,136304,144709,189688,83298.9,83721.9,154578,185058,38177.1,55950.8,69712,90101.9,149841,94873.1,114974,97253.5,82476.6,306384,67153.2,29756.2,47913.3,89108.4,42568.2,71296.6,49695.3,196725,119397,128326,63391.8,57218.6,49972.3,106633,117056,170837,119776,67144.8,163765,49542.9,80521.5,96011,116024,101158,100100,28716.7,79857.7,113403,341076,NA,71811.3,172659,64115.5,93652.7,136301,106973,86145.7,61927.7,303660,90899.6,484359,128263,121092,98012.4,86822.7,176010,117649,82022.9,43857.7,145664,289615,227204,246916,25099.2,81670,111482,122123,31098.2,67872.7,67741.7,182830,177599,142601,157630,245940,114044,204015,71970.9,NA,108630,410868,99850.8,193198,410319,98987.8,311707,179585,148170,111127,150159,135597,108222,59914.9,123176,54225.4,545862,16858.1,128258,86252.4,120102,113050,73975.9,121927,71383.2,104219,187545,109255,55906.4,115189,64377.5,36644.3,17547.5,81525,129793,57262.1,38023.9,67687,218271,102093,307496,213637,118253,105362,88407.3,65638.6
"Q13347",74740.2,104812,121323,160426,167125,252441,201714,229461,142623,175316,200259,201817,199716,218935,256602,304960,109430,183004,186868,343890,185891,132910,67037.1,123841,131270,163192,135377,200697,145542,221325,135729,211511,137549,192450,101629,144917,129551,74774.1,341229,392262,129623,61715.7,122338,72164.5,168302,119451,39754.1,137878,152378,119246,143030,146912,137362,188884,226017,165912,157360,91212.2,132232,143658,116996,101944,85028.6,163927,183501,113221,99662.8,161083,144535,200222,123157,434188,131069,137146,214937,185106,114424,104560,170362,88219.1,100404,151007,267609,112997,126706,70962.7,127332,123899,197358,63320.7,145266,39394.7,232919,89695.6,205416,92632.2,95090.5,137154,90019.3,286245,235112,194000,381708,185022,229037,168893,348237,143683,295439,110562,158278,121484,380548,263540,230695,240410,72103.9,330339,153842,171187,122601,158177,97319.8,160594,42834.5,94359.5,114691,310167,NA,168161,127177,159036,156408,164927,103412,109645,107627,299783,142502,225474,157234,106770,233696,99579.9,91051.1,178864,178302,134327,266810,186610,149306,244339,244459,133539,156073,186893,213432
"Q13363",82746.9,122970,90162.2,79231,46340.8,137897,34936.3,74274.5,67583.2,25902.9,84125.8,120175,132951,97992,95115.7,146488,160453,194617,90758.4,103898,135648,28384.4,44256.4,73347.4,111904,62726.4,105779,176314,84158.8,40554.7,31393,159359,137177,92041,102443,109839,120724,106232,36310.6,81478,32104.3,66926.8,NA,55852.4,154836,61146.9,39014.4,139834,112481,47614.7,82378.9,72604.4,137857,89071.5,40410.1,87508.4,179145,89459.6,120439,130796,140160,136263,35135.1,273599,92680,131825,90908.2,115079,31545.1,43930.6,84812.7,73067.7,99870.7,97893.8,121037,81965.5,109646,30817.1,108899,96530.8,28537,103855,113099,79495.1,250258,48189.5,78147.5,18367.9,158973,85741.7,95680.2,NA,190696,202558,230963,77301.4,52772.1,92636.9,126671,98202.5,149192,151407,159669,190808,213409,236722,209865,154411,158980,138617,21590.9,15880.8,161663,184932,122540,67671.1,170866,261466,192447,87610.4,66513.2,122106,133679,98939.9,68095.3,296077,95557.2,269917,36721.2,123798,57866.3,115980,168904,43550.3,82709.1,NA,NA,82442.5,53400.1,96441.9,36469.8,47915.9,49750.6,23409.4,120086,101249,133317,NA,178466,219008,70609.1,309353,216757,74397.6,57734,104832,30427.7
"Q13370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5564820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1257200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Q13404",338632,81253.9,100705,113783,75541.1,246240,77250.1,225653,213895,NA,33183,246312,257774,301095,102623,198049,166983,168429,197941,221751,267534,121279,60411.4,215229,191699,56744.9,234976,260328,115056,116987,55520.9,235980,160647,155599,236154,188039,253557,69490,410435,60039.1,206598,64083.9,48732.2,112637,118385,240766,54807.4,73328.2,61549,329417,206029,96889.4,80705.8,122348,113958,108200,187709,137710,224273,122391,191575,74515.3,162177,186399,200050,146258,208417,176361,15602.6,33145.1,53619.5,NA,151384,134002,199444,179757,97182,166868,220236,167130,87531.8,36854.4,316426,250030,223707,91254.9,132606,65561.7,482553,128000,42629.9,NA,242995,219003,231307,280363,105860,190043,146808,76280.5,388820,111472,505738,213776,94727.6,477068,233649,91857.6,315955,534243,NA,84848.3,227121,221853,264952,402525,264711,352239,145938,230118,80609.3,245226,246258,178738,100717,312835,200640,236602,NA,226930,217361,152053,101354,212710,179706,58703.3,115083,242940,179814,190067,202844,77188.5,79211.8,308919,136764,142755,168169,40004.9,54491.7,186853,168981,332525,141544,220153,66228.3,167565,7845.15
"Q13405",41754.6,55369.3,24091.8,73486.3,NA,43869.7,27343.8,17413.3,45370.9,NA,NA,21327.4,19955.5,56192.3,21426.3,36951.3,30647.9,34555.7,21927.6,38942.1,12457.6,15559.4,NA,NA,27454.7,NA,17976.3,7029.07,10734.2,NA,NA,75682.4,15301.9,16223.9,46824.1,8124.31,27989.5,NA,18566.1,11300.7,NA,11237.5,NA,45476.5,5339.81,NA,NA,46578.9,68467.8,77872.9,27102,56706.1,33788.7,23120.3,NA,30866.4,23552.7,10336.7,7376.66,71833.7,35103.7,6798.19,21651.1,4173.89,42466,3479.75,25735.9,14053.2,NA,15299,NA,NA,59191.5,NA,14990.4,33721.3,16525.3,43289.3,41646.2,38840.6,NA,7176.73,65845.3,27756.8,10013.5,49360.1,NA,NA,32347.4,15620.2,NA,NA,33927.7,37523.9,6650.65,NA,6917.74,32389.8,46799.7,NA,39762.3,86683.1,47200.7,88283.5,59371.5,41055,20410.6,22623.1,26865.2,NA,NA,15591.7,22673.6,22983.1,47453.6,42347.8,NA,48774.3,NA,25376.8,71050.1,28811.3,18343.4,81657.1,NA,20105,29254.5,60101.6,NA,32090,36413.7,14901.4,24086.3,39517.2,NA,14620,52711.9,29960.4,55638,14494.6,42417.2,26734.6,36587.7,19132.1,16286.4,9744.24,7000.34,NA,20872.2,86753.2,19260.6,44092.2,62332.4,25848.1,9819.77,24153.2,NA
"Q13409",733744,149805,346890,1409530,382357,517172,311834,575415,382642,919900,326888,801438,268412,450101,404027,710318,302568,881445,497213,1816110,716082,1105880,541890,662946,420611,394055,548250,852462,509760,736684,348826,859712,440229,1406370,610012,522208,503470,687102,564098,1294870,668921,1023820,138586,412106,192559,613117,230975,437518,221515,906852,350957,514790,718590,241997,943444,396766,906045,909633,598171,737443,612067,1490810,533283,882806,512527,949378,272913,1150560,878204,213407,729505,832306,215414,581637,1115990,373632,1017200,368851,1114660,364817,509001,400097,631955,417480,705155,345093,556514,526520,883277,436552,1459350,556023,918566,590549,1035520,338113,743800,468477,650289,446567,492581,517908,714233,733159,420760,333695,446835,441068,584418,210324,647197,458711,600542,581416,629293,1133860,614972,1213780,688322,523542,428385,288269,899807,369905,551143,624890,780640,936625,305536,498652,282885,729048,386192,399783,932185,667379,274641,446530,356773,1228610,267614,987453,391851,1047780,273969,701095,508135,230914,186179,974610,572257,729259,697634,452826,703088,510098,808309
"Q13418",2365390,1308980,384015,951217,1110160,365243,777210,473954,299680,1109900,1122260,418499,279971,641655,690170,1597440,1172790,349368,539045,99681.6,658101,1218220,2073880,1264770,1009440,1077560,579571,123391,959644,457615,520036,290548,395309,306250,230224,263877,879556,457159,807566,1122840,802029,830610,1104910,1264190,709309,284339,623237,964434,1033920,575538,845513,645750,989288,1424940,495140,1003900,602660,485083,370738,607698,732830,864631,741617,619456,340678,731443,927662,531066,858916,830191,626568,676601,614561,817275,330859,510133,517868,693502,444713,195086,477369,761916,725880,509940,729810,479365,472528,291284,863866,1181750,367176,1139350,210275,516076,421066,2862020,803541,623589,230312,495983,520004,1348620,169826,1491720,1646310,447271,1134620,1019110,927153,1736880,830615,1515560,437048,505541,353175,42027,231725,175715,555965,341811,1607530,278248,513420,388900,432132,1222110,298761,NA,486061,NA,1528210,471275,406023,454796,1463950,1595080,1614810,533793,526054,1125630,1193380,2345940,868639,581447,776755,198071,254889,NA,1118930,240228,152095,441797,205073,349459,380728,506251,1195560
"Q13423",749835,4106580,3707730,505966,3220080,1893820,2770570,413443,3170190,110001,5316890,703440,3133000,830999,2453790,420999,3511430,444673,3065410,982108,4623930,401590,581530,541855,5114290,3152030,3573950,435796,4503170,250041,1995530,2328010,2752070,238203,3061750,4203750,3755770,734863,162158,578611,3714350,1333610,1632330,2425840,4068710,770103,1409250,3550170,4671000,642210,4116980,5284950,493297,3797600,304168,3922400,301559,85919.6,4483980,725600,4331150,310304,3203260,460443,3331540,420151,4149970,446861,482363,3432920,1210860,252455,4232500,3648690,852743,3621020,691388,9899070,1503110,3932440,468996,3831450,1088980,7560760,2459130,2701810,2557170,2616200,984129,2394380,732450,2292970,472444,600561,365906,428783,326038,3779530,4794930,322141,1224760,913102,203058,2476570,1139960,1055880,395872,450838,935357,197258,345368,301633,818244,602527,1303240,381587,230622,1601240,746488,5287810,3857050,2809950,2732970,2570830,729498,105760,3295190,1714910,182679,3793060,5496390,231967,2600480,4362220,334603,505795,3623630,502481,4294130,388954,4149400,349628,5334200,197245,2788530,720228,3021650,459595,1524530,3551800,3597620,1787920,2243030,2954370,429381,2701900,522649
"Q13425",NA,NA,NA,NA,NA,23154.5,NA,45192.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,40580.9,NA,13258.4,NA,NA,10225.1,NA,NA,NA,NA,53562.9,38853.2,NA,NA,81019.8,50776.2,68604.7,NA,NA,NA,43553.1,19793.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,6948.13,NA,NA,NA,NA,NA,NA,NA,18814.3,84391.5,NA,6679.54,NA,64521.4,NA,60135.7,NA,20538.5,NA,11390.5,NA,NA,NA,NA,NA,35005.9,47206.4,NA,NA,NA,114355,NA,NA,NA,50744.3,NA,158729,NA,30828.8,NA,42528.2,34151.1,NA,NA,81409.7,NA,97317.9,NA,NA,NA,NA,NA,43468.9,29957.1,56354.5,74274.7,39798.6,36658.4,71833.1,NA,219759,NA,NA,NA,33628.2,9691.41,36095.6,7593.3,18255,27669.1,85381.8,13137.4,NA,NA,27614.6,NA,NA,65446.7,16135.8,190513,20991.7,24963.8,NA,13599,NA,38030.7,NA,NA,NA,37910.2,NA,3951.09,NA,NA,NA,6311.45,18789.1,24513.7,10553.7,NA,NA,38538.3,NA,115424,88688,NA,22967.7,NA,NA
"Q13428",237937,NA,NA,53758.9,NA,176743,NA,87045.6,16617.8,NA,NA,112010,35411.3,119008,43622.3,90185.2,75957.4,261824,33172.5,252541,54688.5,241511,33313.9,96668.3,NA,104924,27664.1,200540,40262.9,93027.2,NA,350384,NA,201079,49224.3,NA,NA,NA,130776,28112,NA,226799,NA,98986,NA,100307,NA,19799.8,42509.7,167914,NA,NA,96168.6,15865.2,232804,NA,156213,209921,59195.6,242292,62544.5,128526,17912.5,102745,NA,129413,NA,65824.9,130347,NA,68072.7,NA,NA,70875.6,76108.4,11894.7,96040.2,NA,148400,NA,50855.5,14935,337443,NA,69066.7,NA,NA,73313.4,187572,52987.3,102576,NA,132353,77355.8,135156,NA,125019,72106,39813.5,61424.9,52332.5,161960,157023,202747,69166.6,133425,124975,91257.7,149141,146772,107580,60217.1,268741,85125.1,254860,190464,143334,75896.5,75334.6,31069.8,90479.2,22188.4,135301,NA,179416,63821.4,61547.5,666756,NA,73989,NA,81717.5,29906.4,27912,118428,86541.7,NA,97688.1,62272.8,107620,NA,172118,NA,175688,49636.4,185292,32747.3,39149.2,NA,86635.8,19027.6,78202.5,202968,NA,103675,47231.7,121753
"Q13435",496327,226719,136769,497626,219911,261664,185296,154653,137982,144527,199269,337429,152055,447530,161730,604587,313502,307244,128474,529248,134405,195738,117143,788229,256901,429052,117810,540056,117950,224868,104500,429444,203234,469057,160601,192867,148623,321054,601217,126036,109953,288920,24825.4,499846,181262,179447,57340.2,185960,370314,389418,142465,124426,189225,193173,399726,163189,397288,431252,119390,443640,149160,204087,166941,375772,132011,254631,169088,238303,62509.1,190605,190701,24099.4,154738,145609,248705,275154,245418,80286.9,195551,147545,175239,24194.4,620252,100184,291509,134411,168557,250679,312771,136760,292803,79624.2,422430,456052,425922,96049.3,327050,195486,182864,45491,289976,320742,253668,276310,215544,297920,407338,428356,76041.7,310430,50827.2,307937,273214,324130,485919,328248,306650,329837,218604,117117,487977,149600,308099,299824,653568,480834,241516,501406,41986.2,215499,267778,521140,319257,122921,363495,161406,265424,336965,155574,365479,222649,197628,390181,376985,185846,305719,179256,113137,99750.7,327882,268569,464250,309671,193948,216169,208143,168591
"Q13442",71000.8,193795,137343,495010,187737,404529,177989,304971,159328,63490.4,116104,303587,173090,273036,113027,223195,204462,402062,112864,631341,135857,171885,57744.2,156819,230039,93370.8,182433,171981,97385.1,225828,99589.7,515066,151709,333276,81687.7,85954.5,54307.7,232392,347091,239803,102827,142289,NA,235646,216836,119694,131386,158546,191259,149798,160177,74325.8,292360,163438,264844,134914,255767,169792,83514.1,285539,169210,116526,127234,287562,110576,131375,42703,340832,116647,94747.5,169021,NA,94656.9,160354,281072,95501.4,NA,NA,304975,128168,50398.9,118277,271040,70019.6,177231,97946,92053.2,10508.3,323963,94050.8,213950,133258,189406,338129,384044,NA,217742,94546,83937,223530,76354.8,273165,467979,297479,59993.8,267753,489905,207169,396050,151573,20401,143076,557003,264748,517914,514644,54772.7,322510,125003,87943.2,143560,91723.2,191198,97365.6,140915,209948,123750,219396,219895,127382,171489,268925,175849,167546,270537,NA,135024,299397,205372,375577,108793,207179,110456,122723,101085,226228,154661,186152,122965,311778,131454,334349,387915,155403,273558,183232,222411
"Q13451",27499.5,23550.4,11437.4,NA,NA,17445.2,NA,27238,39304.2,NA,NA,33167.8,55834.5,8641.8,83491.8,157328,NA,38237.8,NA,136803,46715.4,NA,NA,NA,NA,NA,NA,51155.4,76020.6,NA,NA,147954,NA,NA,12640.2,NA,NA,29535.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58133.1,83645.3,NA,40142.4,94140.3,NA,NA,49865.7,66714.4,NA,NA,23231.1,NA,NA,NA,NA,NA,39468.6,30472.2,45550.2,NA,NA,61241.5,71624.5,NA,NA,50630.6,43623.5,35116.6,51862.2,NA,NA,58074,50284,NA,NA,NA,NA,60469,NA,11897.8,53657.2,NA,30280.3,69239.9,6410.62,NA,32758.7,56978.3,33086.8,39107.9,NA,130450,NA,NA,NA,86798.1,62937.8,56834.2,31084.8,NA,88885.4,131170,77588.3,NA,NA,67550.9,NA,NA,7280.67,37502.8,65574.8,NA,47469.5,NA,57282.6,35574.3,13432.9,NA,NA,NA,121070,47307.9,NA,NA,NA,NA,53377.3,105588,99052.7,35803,NA,NA,51446.9,40640.5,32523.8,60036.2,NA,NA,57918.6,NA
"Q13488",NA,NA,NA,NA,NA,NA,NA,88057.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115119,NA,NA,NA,157645,NA,NA,NA,106308,NA,NA,NA,75648.7,NA,NA,NA,NA,NA,NA,NA,115413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16942.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30671.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47913.4,NA,NA,NA,NA,42950.3,NA,NA,NA,NA,84484.2,NA,53374,NA,NA,NA,NA,NA,NA,NA,NA,NA,17628.3,NA,NA
"Q13492",247587,165991,108082,394285,142508,91316.5,72459.2,133264,73891.6,341682,136175,110611,100052,136523,140455,107426,145958,175306,136106,76406.1,124324,347690,179260,38464.5,NA,131683,71877.7,72570.9,62380.9,36175,105188,230427,130259,133909,114706,166469,85765.6,77967.3,80128.9,98916.2,140187,130105,NA,71853.8,104368,130127,93220.5,105369,151808,78826.6,79608.5,250842,119047,64768,118047,103454,137673,141008,122149,130729,188475,254281,153597,385606,118418,239881,169870,152520,231640,124118,350688,230545,226726,131412,183045,140761,380109,122535,224003,127122,189711,157207,78113.8,110289,209208,79279.6,144891,129428,54927.7,153985,146453,54904.1,80390.6,153910,151172,356240,272185,124802,93851.6,38786.4,157151,266232,185445,235318,179380,220932,220574,227090,164759,203790,91383.5,152202,129256,79363.8,214344,60955.6,131485,210353,273553,151314,145462,144635,151760,159808,425686,120461,139685,143874,224891,124829,111833,234764,165607,132196,173156,122007,15995.6,110952,105716,273837,94290.5,167860,62717.2,102146,101435,117406,148626,176692,195028,130879,88753.2,191810,141880,136800,128553,130143,164289
"Q13501",127320,54049.2,19330.6,571745,52695.8,134468,50190,362160,122473,144755,73407.9,218337,73411.1,115811,72516.4,3079170,59498.8,150515,160221,179750,38115.1,176641,98388.5,451126,66899.3,112708,117929,230368,89802,168579,27128.8,135087,87344.7,486808,128404,126585,76498.3,147940,176106,2301730,115558,144138,16354.1,56560.1,26007.8,223927,33505.5,75047.5,63184.6,254588,37196,40349.6,47275.6,91715.1,303427,135900,197401,218812,72714.2,306383,107922,190830,42031.1,176388,152120,615387,26655.4,646390,79578,71738.6,307646,137486,62752.3,209813,129433,103146,442204,23057.8,144215,68521.5,342707,136727,255429,123231,197662,124449,117694,105155,1369840,119747,171471,61099.1,140076,2622490,155811,98524.9,393469,21661.1,155273,1203750,5636540,114069,504396,130540,208727,162197,99720.4,282491,116487,NA,95189.9,178343,249065,259941,132109,1083880,55405.8,1114370,174864,138780,76053.3,98289,204274,92514.8,135946,166261,130728,147821,NA,92333.7,69097,266060,107858,110041,78322,52621,102548,265845,238172,227711,93958.7,140309,84888.6,138539,80621,297522,129911,123837,88393.1,98694.1,147417,78629.7,123898,150401,228737,107103,25554.5
